config,rows,cols,workload,wl_type,K,N,n_seq,d_head,h_dimm,dimm_dpes,V,H,dpe_count,acam_eligible,fmax_mhz,grid_w,grid_h,fpga_area_mm2,latency_ns,energy_pj,throughput_per_mm2,throughput_per_J,edap,e_imc_vmm,e_imc_digital,e_clb_reduction,e_clb_activation,e_sram,clb_count,dsp_count,mem_count,wc_count,run_dir
1024x128,1024,128,attention_128_128,,128,128,,,,,1,1,7,True,156.43,50,50,5.5975,173432.37,14107115.71,1030.0913466389875,70886.21235956388,,28818.3699,18361.6135,1466317.2026,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x128/attention_128_128
512x64,512,64,attention_128_128,,128,128,,,,,1,2,14,True,158.346,50,50,5.5975,177158.34,11719265.64,1008.4266061879509,85329.57872264767,,19998.0903,18139.4364,1448574.6403,0,1297.692,165,2,69,11,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x64/attention_128_128
256x64,256,64,attention_128_128,,128,128,,,,,1,2,14,True,170.635,54,54,6.528924,164769.0,9389516.01,929.5716728410999,106501.76206473075,,12939.6009,16622.1092,1344249.4213,0,1297.692,165,2,69,11,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x64/attention_128_128
128x128,128,128,attention_128_128,,128,128,,,,,1,1,7,True,160.857,54,54,6.528924,168730.01,9018462.54,907.7495755636783,110883.6451406938,,10298.7573,17464.6947,1425962.19,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x128/attention_128_128
1024x256,1024,256,attention_128_128,,128,128,,,,,1,1,7,True,158.973,54,54,6.528924,170699.18,24898391.55,897.2778601652053,40163.23697022107,,53092.1452,35682.96,1442861.3664,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x256/attention_128_128
1024x64,1024,64,attention_128_128,,128,128,,,,,1,2,14,True,149.084,54,54,6.528924,187845.78,15886779.32,815.3741593894481,62945.42020490532,,34101.2798,19749.2313,1538568.8605,0,1297.692,165,2,69,11,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x64/attention_128_128
128x64,128,64,attention_128_128,,128,128,,,,,1,2,14,True,159.545,56,56,7.021504,175865.53,9207276.49,809.8211727706783,108609.75024331,,10834.651,17664.714,1437688.4265,0,1297.692,165,2,69,11,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x64/attention_128_128
512x256,512,256,attention_256_64,,64,256,,,,,1,1,7,True,176.473,48,48,5.158656,287507.47,44483093.78,674.2396658397462,22480.45077407833,,61985.5593,63880.9744,2970924.7307,0,2270.9115,164,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x256/attention_256_64
512x128,512,128,attention_256_64,,64,256,,,,,1,1,11,True,165.118,48,48,5.158656,312587.1,30834394.9,620.1437631278797,32431.31584852343,,34868.0192,34354.9898,3175232.2581,0,2270.9115,160,2,69,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x128/attention_256_64
256x256,256,256,attention_256_64,,64,256,,,,,1,1,7,True,161.877,48,48,5.158656,312968.67,42409847.35,619.3876866308401,23579.429365713102,,49222.2416,69418.5931,3238804.7715,0,2270.9115,164,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x256/attention_256_64
128x256,128,256,attention_256_64,,64,256,,,,,1,1,7,True,167.515,50,50,5.5975,302607.84,38412536.2,590.37195984113,26033.16778651028,,39557.7041,67082.1932,3129797.3316,0,2270.9115,164,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x256/attention_256_64
256x128,256,128,attention_256_64,,64,256,,,,,1,1,11,True,147.399,48,48,5.158656,349239.13,30058005.63,555.0607702499741,33269.00700963107,,28005.27,38240.6502,3556930.5083,0,2270.9115,160,2,69,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x128/attention_256_64
512x64,512,64,attention_256_64,,64,256,,,,,1,1,19,True,163.719,50,50,5.5975,326567.11,23077566.04,547.0581025875236,43332.126025193254,,19341.7844,17544.1287,3202365.0279,0,2270.9115,162,2,71,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x64/attention_256_64
1024x128,1024,128,attention_256_64,,64,256,,,,,1,1,11,True,153.902,50,50,5.5975,334807.26,41447009.17,533.5941149068605,24127.193252916684,,58583.483,37326.4441,3406635.3914,0,2270.9115,160,2,69,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x128/attention_256_64
1024x256,1024,256,attention_256_64,,64,256,,,,,1,1,7,True,170.64,54,54,6.528924,297160.0,57396973.73,515.4280352751218,17422.52134588281,,98924.2569,66486.4885,3072480.075,0,2270.9115,164,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x256/attention_256_64
128x128,128,128,attention_256_64,,64,256,,,,,1,1,11,True,164.619,54,54,6.528924,313511.32,25022615.93,488.54566068732447,39963.84721715225,,20126.8043,34131.1562,3184857.155,0,2270.9115,160,2,69,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x128/attention_256_64
1024x64,1024,64,attention_256_64,,64,256,,,,,1,1,19,True,161.877,54,54,6.528924,330137.35,29709892.97,463.94203794982667,33658.82202974493,,31406.285,18188.4666,3238804.7715,0,2270.9115,162,2,71,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x64/attention_256_64
256x64,256,64,attention_256_64,,64,256,,,,,1,1,19,True,161.822,54,54,6.528924,330245.21,20149415.78,463.79051179078476,49629.23049077108,,13644.3055,17527.3671,3239905.5753,0,2270.9115,162,2,71,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x64/attention_256_64
128x64,128,64,attention_256_64,,64,256,,,,,1,1,19,True,165.922,56,56,7.021504,322401.25,18113949.07,441.74651852167733,55206.07329387837,,10418.2351,16985.7933,3159846.1928,0,2270.9115,162,2,71,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x64/attention_256_64
